File_Path,Line_Number,Found_in_Function,Function_Definition_Line_Number,Assert_Statement_Type,Oracle_Argument_ Position,Differential_Function_Line_Number,Differential_Test_Function,Evaluation
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,6976,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,6990,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,7007,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,7019,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,7052,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,7066,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,7099,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,7117,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,7127,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,7138,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
